restaurant_name,city,location,cuisines,average_cost,aggregate_rating,votes,has_online_delivery,has_table_booking,rest_type,dish_liked
Snow'ora,Kammanahalli,Kalyan Nagar,"Desserts, Ice Cream, Beverages",350.0,0.0,0,True,False,Dessert Parlor,
Karachi Bakery,Kammanahalli,Hbr Layout,Bakery,500.0,0.0,0,True,False,Bakery,
Rajeev Bakery & Juice,Mg Road,Richmond Road,"Fast Food, Desserts, Bakery",150.0,0.0,0,False,False,"Quick Bites, Bakery",
Choice Bakery,Btm,Btm,"Bakery, Fast Food",200.0,0.0,0,False,False,"Bakery, Quick Bites",
Manhattan,Church Street,Lavelle Road,"American, Finger Food",1000.0,0.0,0,False,False,Bar,
Copacabana Pub,Church Street,Ulsoor,"Mexican, North Indian, Continental",1500.0,0.0,0,False,False,"Pub, Casual Dining",
Best Tea Cafe,Mg Road,Frazer Town,Cafe,400.0,0.0,0,False,False,Cafe,
Karavali Grand,Bannerghatta Road,Jp Nagar,"North Indian, Seafood",600.0,0.0,0,True,True,Casual Dining,
Tandoori Platter,Mg Road,Residency Road,North Indian,450.0,0.0,0,False,False,Quick Bites,
Pappu BC,Mg Road,Shivajinagar,"North Indian, Biryani",300.0,0.0,0,False,False,Quick Bites,
Kombo King,Mg Road,Indiranagar,"North Indian, South Indian",300.0,0.0,0,False,False,Delivery,
Toledo Home Cafe,Mg Road,Frazer Town,Biryani,400.0,0.0,0,False,False,Delivery,
Indish Flavour,Indiranagar,Jeevan Bhima Nagar,"North Indian, Chinese, Biryani",450.0,0.0,0,False,False,Quick Bites,
Sri Udupi Food Hub,Indiranagar,Domlur,"South Indian, North Indian, Chinese, Beverages",500.0,0.0,0,False,False,Casual Dining,
Mayura Grand Pure Veg Restaurant,Koramangala 5Th Block,Koramangala 6Th Block,"North Indian, South Indian, Chinese",600.0,0.0,0,False,False,Casual Dining,
Khiche Chale Aao,Koramangala 5Th Block,Koramangala 6Th Block,"North Indian, Fast Food",300.0,0.0,0,True,False,Quick Bites,
Three Side Square,Marathahalli,Marathahalli,"European, Asian, North Indian",400.0,0.0,0,False,False,Delivery,
Foodizclub,Marathahalli,Marathahalli,"North Indian, Continental, Mughlai, Andhra",400.0,0.0,0,False,False,Delivery,
Choco Fudge,Marathahalli,Marathahalli,"Beverages, Fast Food, Ice Cream, Sandwich",250.0,0.0,0,False,False,"Beverage Shop, Quick Bites",
Burritto,Marathahalli,Marathahalli,Chinese,200.0,0.0,0,False,False,"Takeaway, Delivery",
Smiley's Kitchen,Btm,Koramangala 1St Block,"North Indian, Fast Food",450.0,0.0,0,True,False,"Takeaway, Delivery",
Waffle In The Box,Btm,Hsr,Desserts,300.0,0.0,0,True,False,Dessert Parlor,
R.K Caterers,Mg Road,Frazer Town,North Indian,350.0,0.0,0,False,False,Quick Bites,
The Chola,Mg Road,Frazer Town,"Biryani, Chinese, Fast Food, Kebab",200.0,0.0,0,False,False,Quick Bites,
Wow Tasty Food,Mg Road,Frazer Town,"Chinese, Fast Food",300.0,0.0,0,False,False,Quick Bites,
Vasavi Bangarpet Chats,Mg Road,Shivajinagar,Street Food,150.0,0.0,0,True,False,Quick Bites,
The Biryani Treat,Marathahalli,Marathahalli,"Biryani, North Indian, Desserts",400.0,0.0,0,False,False,Delivery,
Ghar Ki Biryani,Marathahalli,Marathahalli,Biryani,200.0,0.0,0,False,False,Quick Bites,
Navras,Marathahalli,Brookefield,"Beverages, Desserts",250.0,0.0,0,False,False,Quick Bites,
La Ola,Marathahalli,Marathahalli,"Fast Food, Chinese, North Indian",300.0,0.0,0,True,False,Delivery,
Minuit 12,Marathahalli,Marathahalli,"North Indian, Chinese, Fast Food",350.0,0.0,0,True,False,"Takeaway, Delivery",
Nirala's Home Kitchen,Marathahalli,Marathahalli,"Bihari, North Indian",300.0,0.0,0,False,False,Delivery,
Happy Eats,Mg Road,Indiranagar,"North Indian, Continental",300.0,0.0,0,True,False,Delivery,
House of Tasty Food,Mg Road,Wilson Garden,North Indian,400.0,0.0,0,True,False,Quick Bites,
Metro Military Hotel,Mg Road,Shanti Nagar,"South Indian, Chinese, North Indian",300.0,0.0,0,True,False,Quick Bites,
Delisias,Mg Road,Brigade Road,Bakery,400.0,0.0,0,False,False,Bakery,
Ambur Hotel,Bannerghatta Road,Bannerghatta Road,South Indian,250.0,0.0,0,False,False,Quick Bites,
Me N U,Bannerghatta Road,Bannerghatta Road,"Finger Food, Wraps, Cafe, Continental, Healthy Food",500.0,0.0,0,False,False,Quick Bites,
Basveshwara Khaanavali,Bannerghatta Road,Bannerghatta Road,South Indian,250.0,0.0,0,False,False,Quick Bites,
Roof Top Gastro Bar,Church Street,Ulsoor,"Finger Food, Continental, American, Chinese",2000.0,0.0,0,False,False,Bar,
Z-Bar,Church Street,Infantry Road,"Finger Food, North Indian",1500.0,0.0,0,False,False,"Casual Dining, Bar",
Special Malai Gola,Btm,Btm,Ice Cream,200.0,0.0,0,False,False,Dessert Parlor,
Sapfresh,Marathahalli,Marathahalli,Beverages,150.0,0.0,0,False,False,Delivery,
Vandana Foods,Marathahalli,Marathahalli,Andhra,250.0,0.0,0,False,False,Delivery,
Midnight Foodie,Marathahalli,Marathahalli,North Indian,250.0,0.0,0,False,False,Delivery,
Chawla's 2 online.com,Marathahalli,Marathahalli,"North Indian, Chinese",900.0,0.0,0,False,False,Delivery,
Mayuri Andhra Mess,Koramangala 4Th Block,Koramangala 5Th Block,"Andhra, Biryani",300.0,0.0,0,False,False,Mess,
Kerala Mess. SIJI's MESS,Koramangala 4Th Block,Ejipura,Kerala,100.0,0.0,0,False,False,Mess,
GulpnBurp,Indiranagar,Old Airport Road,"North Indian, South Indian",400.0,0.0,0,False,False,Delivery,
Aburrahaman,Indiranagar,Thippasandra,"North Indian, South Indian, Chinese",400.0,0.0,0,False,False,Delivery,
Bong Connections,Brookefield,Whitefield,"Chinese, North Indian",300.0,0.0,0,False,False,Quick Bites,
The Brew Witch Club,Church Street,Mg Road,"Finger Food, Continental",1000.0,0.0,0,False,False,"Pub, Microbrewery",
Lassi House,Mg Road,Commercial Street,"Beverages, Desserts",150.0,0.0,0,False,False,Beverage Shop,
Aishwarya Uphar,Mg Road,Ulsoor,"South Indian, North Indian",150.0,0.0,0,False,False,Quick Bites,
AM Biryani Junction,Mg Road,Richmond Road,"North Indian, Chinese, Biryani",300.0,0.0,0,False,False,Quick Bites,
Eat Eroo Bombay Vada Pav & Chats,Marathahalli,Marathahalli,"Street Food, Fast Food",200.0,0.0,0,False,False,Quick Bites,
Ofoodz,Marathahalli,Marathahalli,North Indian,300.0,0.0,0,False,False,Delivery,
Patel Eat,Marathahalli,Marathahalli,"North Indian, South Indian",200.0,0.0,0,False,False,"Takeaway, Delivery",
Kabab and Biryani Centre,Mg Road,Richmond Road,"North Indian, Fast Food",300.0,0.0,0,False,False,Quick Bites,
MACHALI,Mg Road,Frazer Town,Mangalorean,0.0,0.0,0,False,False,Casual Dining,
Sandhya Sagar,Mg Road,Shanti Nagar,"North Indian, Chinese, South Indian",300.0,0.0,0,False,False,Quick Bites,
Aruba's Lucknow Sheermal House,Mg Road,Frazer Town,"Lucknowi, Kebab, Rolls",0.0,0.0,0,False,False,Quick Bites,
Watheen Nuts,Jp Nagar,Btm,Desserts,400.0,0.0,0,False,False,"Takeaway, Delivery",
The Rice Company,Marathahalli,Marathahalli,North Indian,500.0,0.0,0,False,False,Delivery,
FixMyNutrition,Marathahalli,Marathahalli,"Healthy Food, Asian, Continental",500.0,0.0,0,False,False,Delivery,
Indian Tasty Kitchen,Marathahalli,Marathahalli,"South Indian, North Indian, Chinese",400.0,0.0,0,False,False,Quick Bites,
Dessi Cuppa,Jp Nagar,Kumaraswamy Layout,Drinks Only,150.0,0.0,0,False,False,Dessert Parlor,
The French Loaf,Indiranagar,Domlur,"Bakery, Desserts, Sandwich",400.0,0.0,0,False,False,"Bakery, Quick Bites",
Me And My Cake,Indiranagar,Old Airport Road,"Bakery, Desserts",500.0,0.0,0,False,False,Unknown,
Shiv Bargav's Chit Chat,Indiranagar,Cv Raman Nagar,Fast Food,200.0,0.0,0,False,False,Quick Bites,
Your's Kitchen,Indiranagar,Old Airport Road,North Indian,200.0,0.0,0,False,False,Delivery,
Nandhana Mithai,Kammanahalli,Kammanahalli,"Mithai, Desserts",500.0,0.0,0,False,False,Sweet Shop,
Shree Mahalakshmi Sweets,Kammanahalli,Kammanahalli,"Mithai, Street Food",100.0,0.0,0,True,False,Sweet Shop,
Ganesh Bakery,Kammanahalli,Kammanahalli,"Bakery, Fast Food",500.0,0.0,0,False,False,Bakery,
Sri Krishna Sweets,Kammanahalli,Kammanahalli,"Mithai, Street Food",250.0,0.0,0,False,False,Quick Bites,
JIS Cafe,Kammanahalli,Kammanahalli,"Fast Food, Desserts",400.0,0.0,0,False,False,"Takeaway, Delivery",
Purple Cafe,Kammanahalli,Kammanahalli,"Bakery, Fast Food, Desserts",300.0,0.0,0,False,False,"Bakery, Quick Bites",
Sweenack Sweets,Kammanahalli,Kammanahalli,Mithai,400.0,0.0,0,False,False,Sweet Shop,
Cake My Day,Mg Road,Lavelle Road,Desserts,450.0,0.0,0,False,False,Delivery,
Shilpa Vegetarian Restaurant,Mg Road,Shivajinagar,"South Indian, North Indian, Chinese",350.0,0.0,0,False,False,Quick Bites,
The Chocolate Garden,Mg Road,Frazer Town,Desserts,200.0,0.0,0,False,False,Delivery,
Just Baked,Mg Road,Commercial Street,"Bakery, Desserts",400.0,0.0,0,False,False,"Bakery, Quick Bites",
Prawn Crunch,Mg Road,St. Marks Road,"Seafood, Fast Food",400.0,0.0,0,False,False,Unknown,
Jini's Goodies,Mg Road,Indiranagar,"Desserts, Bakery",500.0,0.0,0,False,False,Delivery,
Ambur Hot Dum Biriyani,Mg Road,Shivajinagar,Biryani,250.0,0.0,0,False,False,Quick Bites,
La Mirch,Mg Road,Ulsoor,"North Indian, Kashmiri",400.0,0.0,0,False,False,Delivery,
Delhi 6,Mg Road,Indiranagar,"North Indian, South Indian",200.0,0.0,0,False,False,"Takeaway, Delivery",
FixMyNutrition,Mg Road,Richmond Road,"Salad, Asian, Continental, Healthy Food",500.0,0.0,0,False,False,"Takeaway, Delivery",
Night Kitchen,Mg Road,Shivajinagar,"North Indian, Fast Food, Chinese",600.0,0.0,0,False,False,Quick Bites,
Lazeez Khana,Mg Road,Shivajinagar,"Arabian, North Indian, Fast Food",300.0,0.0,0,False,False,"Takeaway, Delivery",
Delhi Food Factory,Koramangala 4Th Block,Koramangala 4Th Block,North Indian,500.0,0.0,0,True,False,Delivery,
Wat-a-Biryani,Koramangala 4Th Block,Koramangala 4Th Block,Biryani,500.0,0.0,0,True,False,Delivery,
Hungry Stone,Koramangala 4Th Block,Koramangala 5Th Block,"North Indian, Chinese, Italian, Thai",300.0,0.0,0,True,False,"Takeaway, Delivery",
Hungry Monster,Koramangala 4Th Block,Hsr,"Biryani, Chinese, North Indian",300.0,0.0,0,True,False,"Takeaway, Delivery",
Public Cafe,Koramangala 4Th Block,Hsr,Continental,700.0,0.0,0,False,False,Delivery,
Shake The Shake,Koramangala 4Th Block,Btm,Juices,200.0,0.0,0,True,False,Beverage Shop,
21 Corner Haus Cafe,Mg Road,Shanti Nagar,"North Indian, Chinese, Biryani",300.0,0.0,0,False,False,Quick Bites,
Bombay Kulfis,Mg Road,Ulsoor,Ice Cream,200.0,0.0,0,False,False,Dessert Parlor,
The Taste Adda,Mg Road,Ulsoor,"North Indian, Fast Food",200.0,0.0,0,False,False,Quick Bites,
Backyard,Mg Road,Richmond Road,"Continental, South Indian, Fast Food",400.0,0.0,0,False,False,Quick Bites,
AcciaRolee,Mg Road,Indiranagar,Healthy Food,500.0,0.0,0,False,False,Delivery,
Magic Biryani,Mg Road,Richmond Road,"Biryani, Kebab",150.0,0.0,0,False,False,Quick Bites,
Belgian Waffle,Mg Road,Residency Road,Desserts,250.0,0.0,0,False,False,Dessert Parlor,
Sardar Tikka Singh,Marathahalli,Marathahalli,North Indian,500.0,0.0,0,True,False,"Takeaway, Delivery",
House Of Combos,Marathahalli,Marathahalli,"North Indian, Fast Food, Burger, Momos",600.0,0.0,0,True,False,Delivery,
Arabian Delight,Marathahalli,Marathahalli,"Arabian, North Indian, Chinese",800.0,0.0,0,False,False,Casual Dining,
Sethi's,Koramangala 4Th Block,Koramangala 4Th Block,"North Indian, Chinese, BBQ",600.0,0.0,0,True,False,Delivery,
Chinese Corner,Mg Road,Church Street,Chinese,200.0,0.0,0,True,False,Quick Bites,
InBento,Mg Road,Shanti Nagar,Japanese,900.0,0.0,0,False,False,Delivery,
Grahaira,Mg Road,Commercial Street,North Indian,300.0,0.0,0,False,False,Quick Bites,
Bangalore Biriyani,Mg Road,Shanti Nagar,"Biryani, Kebab",250.0,0.0,0,False,False,"Takeaway, Delivery",
Kung Foods,Mg Road,Commercial Street,Chinese,500.0,0.0,0,False,False,Quick Bites,
Mom's Kitchen,Hsr,Hsr,North Indian,300.0,0.0,0,False,False,Delivery,
RJ Tiffin Service,Hsr,Hsr,"North Indian, South Indian",150.0,0.0,0,False,False,"Takeaway, Delivery",
Insta Cakes,Hsr,Hsr,"Bakery, Sandwich, Juices",400.0,0.0,0,False,False,Bakery,
Juicy Cafe,Hsr,Hsr,"Juices, Beverages, Fast Food",250.0,0.0,0,False,False,Quick Bites,
Bangalore Pizza & Pulse Juice Bar,Jayanagar,Bannerghatta Road,"Juices, Pizza",500.0,0.0,0,False,False,Food Court,
Food Court,Mg Road,Richmond Road,Fast Food,100.0,0.0,0,False,False,Quick Bites,
Rabiya Caterers,Mg Road,Shanti Nagar,Mughlai,600.0,0.0,0,False,False,"Takeaway, Delivery",
Kings Kitchen,Mg Road,Indiranagar,"Biryani, North Indian",300.0,0.0,0,False,False,"Takeaway, Delivery",
Cake Couture,Mg Road,Shivajinagar,"Bakery, Desserts",350.0,0.0,0,False,False,"Takeaway, Delivery",
Adithya Tiffin Centre,Mg Road,Shanti Nagar,North Indian,200.0,0.0,0,False,False,"Takeaway, Delivery",
Jhonsons Happy Kitchen,Mg Road,Richmond Road,"South Indian, Chinese",300.0,0.0,0,False,False,Quick Bites,
Hunger House 32,Mg Road,Ejipura,"North Indian, Chinese",300.0,0.0,0,False,False,Quick Bites,
Bhartiya Jalpan,Mg Road,Commercial Street,"North Indian, Street Food",700.0,0.0,0,False,False,Casual Dining,
Kings Kitchen,Koramangala 5Th Block,Ejipura,"Biryani, North Indian",500.0,0.0,0,False,False,Delivery,
The Eatery Cafe and Restaurant,Koramangala 5Th Block,Koramangala 7Th Block,"Cafe, Continental",500.0,0.0,0,False,False,Cafe,
Surabhi Restaurant,Koramangala 5Th Block,Hosur Road,"South Indian, North Indian, Chinese, Desserts, Fast Food, Ice Cream",400.0,0.0,0,False,False,Casual Dining,
Best Biryani,Mg Road,Ulsoor,"Biryani, North Indian",300.0,0.0,0,False,False,Quick Bites,
Shiv Sagar,Mg Road,Mg Road,"South Indian, North Indian, Chinese",800.0,0.0,0,False,False,Casual Dining,
LocalHost,Mg Road,Whitefield,"Fast Food, Street Food, Beverages",100.0,0.0,0,False,False,Quick Bites,
Shiv Sagar,Mg Road,Brigade Road,"South Indian, Chinese, North Indian",250.0,0.0,0,False,False,Food Court,
Royal Tea House,Mg Road,Shivajinagar,North Indian,100.0,0.0,0,False,False,Quick Bites,
Hyper Scoop,Mg Road,Shanti Nagar,"Desserts, Ice Cream",300.0,0.0,0,True,False,Dessert Parlor,
Jo & Mo,Brookefield,Whitefield,"Chinese, North Indian, Juices",400.0,0.0,0,False,False,"Takeaway, Delivery",
Mad Over Biryani,Marathahalli,Marathahalli,"North Indian, Biryani",600.0,0.0,0,False,False,"Takeaway, Delivery",
White Fog,Koramangala 6Th Block,Koramangala 6Th Block,"Cafe, Italian, Fast Food",800.0,0.0,0,False,False,Cafe,
Safa Hotel,Mg Road,Shivajinagar,"North Indian, Biryani",200.0,0.0,0,False,False,Quick Bites,
Hotel New Sagar,Mg Road,Shivajinagar,"North Indian, Chinese, Biryani",300.0,0.0,0,False,False,Quick Bites,
Apsara Hotel,Mg Road,Shivajinagar,North Indian,150.0,0.0,0,False,False,Quick Bites,
AL - Khair,Mg Road,Frazer Town,North Indian,400.0,0.0,0,True,False,Quick Bites,
Fahad Kabab Centre,Mg Road,Frazer Town,"Kebab, Chinese, Biryani",150.0,0.0,0,False,False,Quick Bites,
Sethi's,Mg Road,Frazer Town,"North Indian, Chinese",600.0,0.0,0,True,False,Delivery,
Ambur Biryani,Mg Road,Frazer Town,"Biryani, Kebab",300.0,0.0,0,False,False,Quick Bites,
Sudama Restaurant,Mg Road,Ulsoor,"South Indian, North Indian",0.0,0.0,0,False,False,"Takeaway, Delivery",
Cravisthan,Mg Road,Domlur,"South Indian, North Indian",500.0,0.0,0,True,False,Quick Bites,
Banashankri Donne Biriyani,Mg Road,Ulsoor,"Biryani, Fast Food",300.0,0.0,0,False,False,Quick Bites,
The Gulkand Store,Btm,Btm,"Desserts, Ice Cream",100.0,0.0,0,False,False,Dessert Parlor,
New Bhangaru Sweets,Btm,Btm,Mithai,300.0,0.0,0,False,False,Sweet Shop,
Kulfi Club,Btm,Btm,"Desserts, Ice Cream",200.0,0.0,0,False,False,Dessert Parlor,
Sri venkateshwara Cake House,Btm,Btm,"Bakery, Desserts",500.0,0.0,0,False,False,Bakery,
Bakers 77,Mg Road,Mg Road,"Bakery, Fast Food",400.0,0.0,0,False,False,"Bakery, Quick Bites",
A-1 Chicken Biriyani & Kababs,Bannerghatta Road,Bannerghatta Road,Mughlai,200.0,0.0,0,False,False,Quick Bites,
The Ocean Kitchen,Bannerghatta Road,Bannerghatta Road,"North Indian, Chinese, Seafood, South Indian",200.0,0.0,0,False,False,Quick Bites,
Kalakki Biryani,Bannerghatta Road,Bannerghatta Road,"Andhra, Biryani",300.0,0.0,0,False,False,Quick Bites,
Yumme,Bannerghatta Road,Bannerghatta Road,"Fast Food, Burger, Sandwich, Street Food",250.0,0.0,0,True,False,Quick Bites,
South Mouth,Bannerghatta Road,Bannerghatta Road,"North Indian, Fast Food",300.0,0.0,0,True,False,Quick Bites,
Punjabi Unplugged,Bannerghatta Road,Bannerghatta Road,North Indian,500.0,0.0,0,True,False,Quick Bites,
Biryani Rooh-e-Khaas,Bannerghatta Road,Bannerghatta Road,"Biryani, Mughlai",400.0,0.0,0,True,False,Quick Bites,
Goodness! Beverages,Btm,Btm,Beverages,250.0,0.0,0,False,False,"Takeaway, Delivery",
Tirumala Mess,Koramangala 5Th Block,Koramangala 1St Block,"Andhra, Hyderabadi",300.0,0.0,0,False,False,Mess,
Hit And Run,Koramangala 5Th Block,Koramangala 4Th Block,"Chinese, Tibetan",300.0,0.0,0,False,False,Delivery,
Jee Aaya Nu Punjabi Dhaba,Koramangala 5Th Block,Koramangala 4Th Block,North Indian,350.0,0.0,0,False,False,Dhaba,
Hotel Kaara Chaaram,Koramangala 5Th Block,Koramangala 7Th Block,"South Indian, North Indian, Chinese",500.0,0.0,0,False,False,Casual Dining,
Idly PIdly,Koramangala 5Th Block,Koramangala 1St Block,South Indian,200.0,0.0,0,False,False,Quick Bites,
Floweraura,Brookefield,Whitefield,Bakery,600.0,0.0,0,False,False,"Takeaway, Delivery",
Mordern Tiffin,Brookefield,Whitefield,"Bengali, Chinese, North Indian",300.0,0.0,0,False,False,Delivery,
Spoorthi Ice Cream,Btm,Btm,"Desserts, Ice Cream",150.0,0.0,0,False,False,Dessert Parlor,
Sofiya Cakes,Btm,Btm,"Bakery, Desserts",300.0,0.0,0,False,False,Bakery,
Bombay Kulfis,Btm,Btm,Ice Cream,200.0,0.0,0,False,False,Dessert Parlor,
Panjurli Family Restaurant,Kammanahalli,Rammurthy Nagar,"South Indian, North Indian, Chinese",400.0,0.0,0,False,False,Quick Bites,
New Shanthi Sagar,Btm,Btm,"South Indian, North Indian, Chinese, Street Food",300.0,0.0,0,False,False,"Takeaway, Delivery",
Nesara Upahar,Electronic City,Electronic City,"South Indian, Chinese, North Indian",250.0,0.0,0,True,False,Quick Bites,
Udupi Brahmins Cafe,Marathahalli,Marathahalli,South Indian,150.0,0.0,0,False,False,"Takeaway, Delivery",
Ghar Ka Healthy Khana,Marathahalli,Marathahalli,Fast Food,100.0,0.0,0,False,False,"Takeaway, Delivery",
Master Bake,Hsr,Hsr,Bakery,300.0,0.0,0,False,False,"Takeaway, Delivery",
Tiwari's Ghee Paratha And Chaats,Btm,Btm,"North Indian, Street Food",200.0,0.0,0,True,False,Quick Bites,
Kolkata Famous Kati Roll,Kammanahalli,Rt Nagar,Rolls,150.0,0.0,0,False,False,Kiosk,
Tea Trails,Btm,Hsr,"North Indian, Tea, Fast Food",600.0,0.0,0,True,False,Casual Dining,
Costal Kadai,Jayanagar,Jp Nagar,South Indian,300.0,0.0,0,False,False,Quick Bites,
Hunger Box,Marathahalli,Marathahalli,"North Indian, Chinese",400.0,0.0,0,False,False,"Takeaway, Delivery",
Tummy Wants Yummy,Marathahalli,Marathahalli,North Indian,150.0,0.0,0,False,False,Quick Bites,
Bhokali Paratha,Electronic City,Electronic City,North Indian,400.0,0.0,0,False,False,Delivery,
Xpress Chai,Electronic City,Electronic City,Tea,150.0,0.0,0,False,False,"Beverage Shop, Quick Bites",
Cafe Black Pepper,Electronic City,Electronic City,Fast Food,200.0,0.0,0,False,False,Quick Bites,
Chokha Zaika,Electronic City,Electronic City,North Indian,300.0,0.0,0,False,False,Quick Bites,
Manchow,Koramangala 5Th Block,Unknown,Unknown,0.0,0.0,0,False,False,Unknown,
4S Bar,Koramangala 5Th Block,Koramangala 4Th Block,"North Indian, Chinese",800.0,0.0,0,False,False,Casual Dining,
King Dine Family Restaurant,Koramangala 5Th Block,Nagarbhavi,"Chinese, North Indian, South Indian",500.0,0.0,0,False,False,Casual Dining,
Gandharva Bakery and Sweets,Mg Road,Ulsoor,Bakery,400.0,0.0,0,False,False,Bakery,
Mithai Ghar,Mg Road,Shivajinagar,Mithai,200.0,0.0,0,False,False,Sweet Shop,
The Breakfast & Dinner Club,Hsr,Hsr,"Continental, North Indian, South Indian, Mangalorean",300.0,0.0,0,False,False,"Takeaway, Delivery",
Niranthara,Hsr,Hsr,North Indian,400.0,0.0,0,False,False,"Takeaway, Delivery",
Laziz Pizza,Hsr,Hsr,"Fast Food, Burger, Pizza",400.0,0.0,0,True,False,Quick Bites,
Jai Mataji Farshan and Sweets,Mg Road,Ulsoor,"Mithai, Street Food",150.0,0.0,0,False,False,"Sweet Shop, Quick Bites",
Robin Brown Ice Cream,Mg Road,Shivajinagar,Ice Cream,200.0,0.0,0,True,False,Dessert Parlor,
South Calcutta Sweets & Chat,Mg Road,Shivajinagar,"Street Food, Desserts",200.0,0.0,0,False,False,Quick Bites,
Tentacles,Btm,Btm,"North Indian, Chinese, Seafood",600.0,0.0,0,True,False,"Takeaway, Delivery",
Ghar Ki Rasoi,Brigade Road,Koramangala 8Th Block,"North Indian, South Indian",300.0,0.0,0,True,False,Delivery,
Mist N Creams,Mg Road,Brigade Road,Ice Cream,400.0,0.0,0,False,False,Dessert Parlor,
Rage Chocolatier,Mg Road,Residency Road,Desserts,400.0,0.0,0,False,False,Confectionery,
Arya S.L.Bakery,Mg Road,Richmond Road,"Bakery, Juices, Fast Food",200.0,0.0,0,False,False,"Bakery, Beverage Shop",
Funky Food,Electronic City,Electronic City,"Fast Food, Desserts, Beverages",60.0,0.0,0,False,False,Delivery,
Vandana Restaurant,Electronic City,Electronic City,"Arabian, North Indian, Chinese, Biryani",400.0,0.0,0,False,False,Quick Bites,
Mr. Paratha & Ms. Curry,Electronic City,Electronic City,Biryani,300.0,0.0,0,False,False,Quick Bites,
Tempting Aroma,Electronic City,Electronic City,"North Indian, Chinese, BBQ",300.0,0.0,0,False,False,Delivery,
Mitran Da Adda,Electronic City,Electronic City,"North Indian, Fast Food",350.0,0.0,0,False,False,Quick Bites,
Amba Food,Electronic City,Electronic City,North Indian,180.0,0.0,0,False,False,Delivery,
Krish Kitchen,Electronic City,Electronic City,"North Indian, Bengali",300.0,0.0,0,False,False,Delivery,
Oriental Fusion,Electronic City,Electronic City,"American, Continental",700.0,0.0,0,False,False,Casual Dining,
Patravali Biriyani,Electronic City,Electronic City,"Biryani, Fast Food",400.0,0.0,0,True,False,"Takeaway, Delivery",
Hotel Arogya,Hsr,Hsr,"South Indian, North Indian, Chinese",400.0,0.0,0,False,False,Quick Bites,
Chocolate Bomb,Btm,Btm,Bakery,300.0,0.0,0,False,False,Bakery,
Lake N Bake,Mg Road,Commercial Street,"Bakery, Beverages",300.0,0.0,0,False,False,Bakery,
Karachi Bakery,Mg Road,Frazer Town,"Bakery, Fast Food, Desserts",400.0,0.0,0,False,False,Bakery,
Sapna's Magic Oven,Mg Road,Shanti Nagar,Bakery,200.0,0.0,0,False,False,"Bakery, Beverage Shop",
The Cake Zone,Jp Nagar,Jp Nagar,Bakery,200.0,0.0,0,False,False,Bakery,
Northern Tadka,Marathahalli,Whitefield,North Indian,400.0,0.0,0,True,False,Delivery,
Andhra Taste,Marathahalli,Whitefield,Andhra,400.0,0.0,0,True,False,Delivery,
The Lassi Palace,Mg Road,Indiranagar,Beverages,150.0,0.0,0,False,False,Beverage Shop,
Thanco's Natural Ice Cream,Mg Road,Infantry Road,"Ice Cream, Desserts",450.0,0.0,0,False,False,Dessert Parlor,
Cafe Coffee Day,Mg Road,Race Course Road,"Cafe, Fast Food",900.0,0.0,0,False,False,Cafe,
Thalassery Hotel,Bannerghatta Road,Bannerghatta Road,"Kerala, South Indian",300.0,0.0,0,False,False,Quick Bites,
Sri Banashankari Biryani Kabab Centre,Bannerghatta Road,Bannerghatta Road,"Biryani, Fast Food",100.0,0.0,0,False,False,Quick Bites,
D Fusion,Bannerghatta Road,Bannerghatta Road,"Fast Food, Chinese",400.0,0.0,0,False,False,Quick Bites,
Annam Ilaiyil,Bannerghatta Road,Bannerghatta Road,South Indian,450.0,0.0,0,False,False,Quick Bites,
Baskiin's Rabbin,Electronic City,Electronic City,"Fast Food, Desserts, Beverages",300.0,0.0,0,False,False,Quick Bites,
Sethi's,Electronic City,Electronic City,"North Indian, Chinese, BBQ",600.0,0.0,0,True,False,Delivery,
Adyar Anand Bhavan Sweets,Electronic City,Electronic City,"South Indian, North Indian, Chinese, Street Food",200.0,0.0,0,False,False,Quick Bites,
Aamaravathi Biryani Zone,Electronic City,Electronic City,Biryani,300.0,0.0,0,True,False,Delivery,
Cake Spot,Electronic City,Electronic City,Bakery,400.0,0.0,0,False,False,Bakery,
Shaadab,Marathahalli,Whitefield,"North Indian, Chinese, Biryani, Fast Food",700.0,0.0,0,True,False,"Takeaway, Delivery",
Dipd N Chocolate,Koramangala 6Th Block,Koramangala 7Th Block,"Cafe, Desserts",300.0,0.0,0,True,False,Cafe,
Jiffy Fast Food,Bannerghatta Road,Bannerghatta Road,"Arabian, Juices",200.0,0.0,0,False,False,Quick Bites,
Chillax Point,Bannerghatta Road,Bannerghatta Road,"North Indian, Chinese",300.0,0.0,0,False,False,Quick Bites,
Pumpkin Food Workshop,Bannerghatta Road,Bannerghatta Road,"Chinese, North Indian, South Indian",350.0,0.0,0,False,False,Quick Bites,
Northway Cuisine,Bannerghatta Road,Bannerghatta Road,"North Indian, Chinese",350.0,0.0,0,False,False,Quick Bites,
Sree Durga Darshini Veg,Bannerghatta Road,Bannerghatta Road,South Indian,200.0,0.0,0,False,False,Quick Bites,
Sri SLV Bhavan,Bannerghatta Road,Bannerghatta Road,South Indian,250.0,0.0,0,False,False,Quick Bites,
Rotiyana,Koramangala 4Th Block,Domlur,North Indian,400.0,0.0,0,False,False,Quick Bites,
Hotel Muthu,Bannerghatta Road,Bannerghatta Road,South Indian,200.0,0.0,0,False,False,Quick Bites,
